245920,1,0
46770,1,0
1018796,1,0
361315,1,0
252897,1,0
504340,1,1
1248209,1,0
291793,1,0
135082,1,3
296129,1,0
285630,2,0
983260,4,10
8533,1,1
226597,1,0
1024774,1,0
515319,1,0
1474716,1,1
353211,1,0
572037,1,0
908507,1,0
234614,1,0
409440,1,2
17116,2,1
1350378,1,0
542545,1,0
54793,1,1
1274846,1,0
581928,2,1
754823,2,0
33463,2,2
701697,1,0
412023,1,0
54683,1,0
813357,1,0
38223,1,1
422249,1,4
614680,1,1
483029,1,1
484415,1,0
20943,2,0
399145,2,8
1123530,1,0
650915,1,0
285773,1,1
462735,2,4
296779,1,0
1504904,1,1
94248,1,0
91458,1,0
737222,1,0
169842,2,0
699545,1,3
297147,1,1
244943,1,0
959412,1,0
266499,1,0
222326,1,1
1065630,1,0
67442,1,1
969515,1,0
375440,1,0
1003429,1,0
145127,1,0
336896,1,1
829429,1,1
106076,1,0
524390,1,37
568836,1,6
580842,1,2
67352,1,0
96317,1,0
254399,1,0
167214,1,2
14294,1,1
553332,1,0
384133,1,2
136876,1,0
553227,1,0
738896,1,0
232246,1,0
1034992,2,0
46944,1,5
743736,1,0
466056,1,0
995427,1,2
241793,4,10
342625,1,2
221463,1,0
296170,1,1
74579,1,2
139052,1,0
1295563,1,1
465669,1,0
38397,1,0
343982,1,1
59627,1,1
89720,1,0
278113,1,0
244923,1,1
36081,1,0
24838,1,0
186980,3,4
1330880,1,1
579364,1,1
463834,1,0
139538,1,0
363821,1,2
899864,1,2
79498,2,3
148117,1,0
1295448,1,0
883893,1,1
66517,1,0
839921,1,0
256589,1,1
267925,1,0
450017,1,0
576936,1,4
1049315,1,1
358836,1,0
155343,1,1
1480861,1,0
463464,1,0
928221,1,0
48825,1,0
1515858,1,0
44885,1,0
603949,1,0
18659,1,1
264571,1,0
574996,1,3
334370,1,1
296504,1,0
973063,1,0
894731,1,1
1330006,1,0
371210,1,0
123317,1,0
431538,1,0
618067,1,0
99476,1,0
850943,1,0
213201,1,0
711281,1,0
444113,1,0
431976,1,0
396550,1,0
45271,1,0
31281,1,45
436013,1,0
771100,1,0
688668,1,0
1397010,1,1
82081,1,0
182054,1,1
493382,3,1
350809,1,0
391598,1,1
494420,1,0
99442,1,5
558291,1,0
236842,1,0
572310,2,1
155400,1,18
777546,1,0
168683,1,4
270198,1,1
75202,1,0
290045,2,1
1122686,1,0
537375,2,0
346500,1,1
511609,1,0
1500287,1,0
335773,1,1
425420,1,0
697430,1,0
1101230,1,0
712995,2,3
37403,1,0
1322000,1,0
268499,1,3
524500,1,0
174150,2,0
237223,1,0
17747,1,0
355161,1,0
299686,1,1
1081179,1,1
875721,1,0
168336,2,0
538209,1,1
457975,1,0
163052,1,3
13281,1,3
212591,1,0
206396,1,0
125286,4,4
493311,1,1
104810,1,3
874049,1,0
5610,1,0
353801,1,0
431100,1,1
138058,3,0
86871,1,2
200950,2,1
558661,1,0
320264,1,0
189752,1,0
305739,1,1
10704,1,2
287837,1,1
751707,1,0
188126,1,0
554224,1,0
960879,1,0
117126,1,4
178978,1,0
82498,1,1
216968,1,0
397451,1,0
1048754,1,1
254344,1,1
160776,1,0
1293171,1,0
1019579,1,1
153925,1,0
87694,1,1
45226,1,0
59292,1,1
22310,2,0
545714,1,0
214750,1,0
39062,1,0
225218,1,0
778309,1,1
334145,1,1
300276,1,7
161849,1,0
275953,1,1
838334,1,1
148592,1,1
1287277,1,0
143095,1,0
58003,1,0
546780,1,0
149289,1,0
137019,1,1
1048775,1,0
354106,1,0
837912,1,0
646915,2,3
747123,3,0
43174,1,0
