35,0
71,0
85,0
95,0
99,0
109,0
131,0
159,0
205,0
237,0
265,0
287,0
289,0
317,0
323,0
325,0
327,0
361,0
363,0
369,0
385,0
387,0
443,0
445,0
451,0
453,0
479,0
485,0
493,0
495,0
511,0
521,0
547,0
555,0
575,0
579,0
583,0
587,0
639,0
663,0
669,0
675,0
701,0
703,0
705,0
715,0
719,0
727,0
731,0
735,0
739,0
745,0
767,0
793,0
805,0
847,0
869,0
875,0
881,0
883,0
889,0
891,0
919,0
979,0
994,0
995,0
1007,0
1011,0
1019,0
1023,0
1037,0
1041,0
1061,0
1063,0
1071,0
1087,0
1091,0
1101,0
1115,0
1127,0
1131,0
1143,0
1159,0
1167,0
1203,0
1207,0
1219,0
1229,0
1235,0
1239,0
1247,0
1255,0
1263,0
1265,0
1269,0
1273,0
1279,0
1285,0
1287,0
1289,0
1291,0
1294,0
1307,0
1315,0
1319,0
1335,0
1339,0
1347,0
1361,0
1369,0
1371,0
1381,0
1409,0
1415,0
1439,0
1443,0
1446,0
1453,0
1455,0
1470,0
1479,0
1484,0
1499,0
1501,0
1503,0
1505,0
1519,0
1535,0
1539,0
1569,0
1571,0
1574,0
1575,0
1583,0
1587,0
1592,0
1593,0
1621,0
1627,0
1643,0
1649,0
1651,0
1653,0
1659,0
1667,0
1679,0
1693,0
1695,0
1703,0
1707,0
1713,0
1715,0
1719,0
1727,0
1737,0
1743,0
1755,0
1759,0
1785,0
1821,0
1831,0
1833,0
1835,0
1838,0
1839,0
1841,0
1847,0
1848,0
1849,0
1851,0
1852,0
1853,0
1857,0
1859,0
1861,0
1863,0
1865,0
1866,0
1867,0
1869,0
1870,0
34,1
72,1
73,1
74,1
80,1
84,1
96,1
100,1
108,1
110,1
130,1
160,1
161,1
204,1
230,1
238,1
266,1
286,1
290,1
324,1
326,1
328,1
329,1
360,1
362,1
366,1
370,1
386,1
388,1
444,1
446,1
450,1
452,1
459,1
480,1
481,1
482,1
483,1
486,1
492,1
494,1
509,1
520,1
548,1
549,1
550,1
553,1
576,1
580,1
581,1
582,1
586,1
638,1
662,1
670,1
674,1
693,1
700,1
702,1
704,1
713,1
714,1
717,1
726,1
730,1
736,1
738,1
746,1
768,1
772,1
792,1
804,1
848,1
849,1
868,1
872,1
873,1
874,1
882,1
884,1
888,1
890,1
920,1
976,1
977,1
978,1
1008,1
1022,1
1038,1
1042,1
1060,1
1062,1
1065,1
1066,1
1088,1
1090,1
1114,1
1128,1
1129,1
1132,1
1142,1
1156,1
1168,1
1188,1
1206,1
1208,1
1218,1
1228,1
1236,1
1237,1
1240,1
1241,1
1248,1
1256,1
1262,1
1264,1
1270,1
1280,1
1284,1
1286,1
1290,1
1292,1
1299,1
1308,1
1314,1
1320,1
1338,1
1346,1
1360,1
1370,1
1372,1
1376,1
1380,1
1414,1
1440,1
1444,1
1452,1
1463,1
1478,1
1500,1
1502,1
1504,1
1528,1
1538,1
1564,1
1570,1
1572,1
1594,1
1608,1
1620,1
1628,1
1640,1
1642,1
1650,1
1652,1
1658,1
1660,1
1671,1
1674,1
1675,1
1696,1
1702,1
1706,1
1714,1
1718,1
1726,1
1738,1
1740,1
1758,1
1786,1
1820,1
1830,1
1832,1
1836,1
1840,1
1844,1
1846,1
1850,1
1854,1
1858,1
1860,1
1862,1
1864,1
1868,1
65,2
70,2
77,2
145,2
229,2
288,2
365,2
411,2
454,2
458,2
510,2
554,2
692,2
712,2
718,2
771,2
778,2
924,2
980,2
981,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1043,2
1064,2
1093,2
1160,2
1191,2
1209,2
1220,2
1298,2
1306,2
1353,2
1383,2
1416,2
1417,2
1418,2
1419,2
1427,2
1462,2
1532,2
1533,2
1534,2
1563,2
1576,2
1619,2
1641,2
1669,2
1741,2
