106,73
346,4
120,33
8,1267
380,1
264,11
280,4
138,47
242,4
80,98
318,2
190,14
314,3
312,3
16,565
444,2
54,154
274,5
400,1
342,1
542,2
470,1
854,1
426,4
276,6
236,9
148,37
110,47
208,7
370,2
322,3
46,195
48,152
294,3
28,292
94,88
36,287
262,3
174,22
204,9
304,4
362,1
140,34
384,3
162,28
4,1719
30,289
700,1
356,3
200,12
270,3
56,157
40,205
182,26
122,56
62,140
514,1
222,11
268,7
310,4
214,13
92,90
180,12
390,1
836,1
348,5
20,479
44,227
332,5
330,2
82,104
468,1
58,154
666,1
26,317
290,4
404,1
438,2
206,8
562,1
292,2
364,1
168,19
136,41
376,2
86,85
226,10
218,10
196,11
768,1
22,414
360,2
70,124
238,7
286,6
230,6
540,1
60,156
422,2
152,29
702,1
124,35
114,43
498,1
220,7
156,18
774,1
166,22
302,3
392,2
386,1
126,34
194,5
228,10
252,7
298,6
506,1
316,4
432,1
132,43
336,1
112,52
254,4
378,1
176,19
724,1
96,92
1008,1
178,5
388,2
14,705
344,3
352,1
472,1
66,101
142,23
224,13
160,41
660,1
658,1
504,1
284,6
50,157
512,1
210,22
258,7
108,50
154,23
584,1
288,5
76,95
52,150
738,1
460,1
440,1
34,293
32,267
12,810
188,14
296,6
282,5
10,986
428,3
448,2
42,190
164,23
324,5
90,103
326,2
18,510
134,32
146,31
78,109
306,6
278,8
192,15
338,4
98,65
594,1
424,1
150,34
308,1
100,61
420,1
466,1
416,1
232,7
158,24
250,9
172,20
116,39
350,3
672,1
24,445
184,14
260,6
64,133
170,34
68,97
394,1
248,9
84,96
88,82
118,47
244,4
130,36
272,6
128,39
240,10
38,260
300,3
458,1
198,13
104,74
74,99
548,1
6,1596
102,91
538,1
212,8
246,10
2,1282
72,117
256,6
186,21
216,16
234,8
516,1
646,2
202,9
626,1
266,8
840,1
144,34
