2848,61,61
2026,68,68
46770,2,2
75325,1,1
22262,6,6
55290,1,1
59315,2,2
56414,1,1
62012,2,2
49059,1,1
40448,2,2
28365,1,1
23772,2,2
8533,5,5
66609,2,2
9243,16,16
39349,7,7
67171,1,1
41921,1,1
10627,3,3
17116,2,2
41308,7,7
39688,11,11
54793,1,1
33463,3,3
10876,3,3
14619,10,10
66093,1,1
46325,1,1
48678,2,2
56196,3,3
36049,2,2
43551,1,1
31669,5,5
54683,1,1
38223,4,4
54731,2,2
25217,2,2
22883,2,2
20943,11,11
16278,2,2
29801,2,2
73023,2,2
58444,1,1
21273,1,1
39154,2,2
53697,1,1
73773,2,2
4387,6,6
24046,3,3
31276,5,5
68518,2,2
16408,1,1
50405,1,1
15480,13,13
54121,2,2
57952,2,2
62215,1,1
56255,1,1
40253,1,1
41173,1,1
3142,100,100
45871,3,3
24830,5,5
51286,2,2
67442,1,1
49056,2,2
42674,2,2
52772,19,19
1065,5,5
19027,4,4
67352,2,2
29868,2,2
65342,1,1
63428,1,1
18392,1,1
14294,3,3
52480,1,1
35312,4,4
65977,1,1
41094,1,1
58190,1,1
47793,5,5
34937,1,1
46944,1,1
64994,3,3
75497,2,2
44405,1,1
12124,3,3
18159,5,5
8716,77,77
27026,5,5
74579,1,1
64694,1,1
3510,391,391
18539,7,7
9408,3,3
55365,1,1
64090,1,1
36016,3,3
41474,1,1
38397,3,3
55562,2,2
59627,2,2
73129,3,3
30458,2,2
11200,24,24
56679,1,1
36081,22,22
68064,2,2
24838,1,1
7027,6,6
62344,1,1
65881,1,1
12074,3,3
45433,1,1
5170,6,6
32199,1,1
48913,1,1
9916,1,1
13206,13,13
62121,1,1
66517,2,2
478,7,7
57020,1,1
49152,1,1
33137,12,12
74916,1,1
1982,1,1
55009,1,1
71290,1,1
4414,234,234
14258,2,2
63107,1,1
27721,2,2
71,499,499
21510,1,1
40971,1,1
49658,2,2
48825,1,1
23107,9,9
32937,5,5
8484,15,15
33909,1,1
74381,1,1
44885,4,4
21626,3,3
6286,1,1
28015,5,5
26322,4,4
18659,19,19
47693,1,1
2925,8,8
27810,10,10
43279,2,2
1139,4,4
49995,1,1
71224,1,1
26251,2,2
69559,4,4
55733,1,1
17568,1,1
25474,1,1
9406,70,70
2542,61,61
2230,221,221
14325,1,1
43722,1,1
45271,2,2
48867,1,1
24891,8,8
31281,1,1
44301,2,2
9061,1,1
7169,17,17
64356,1,1
19130,33,33
2211,23,23
45914,1,1
6700,11,11
75202,1,1
40580,1,1
21346,2,2
50274,3,3
40954,2,2
63033,1,1
55979,1,1
12570,2,2
37403,2,2
45940,1,1
56830,1,1
8251,41,41
17917,1,1
27981,42,42
20124,5,5
72821,3,3
17747,5,5
44718,2,2
12767,29,29
44088,2,2
49178,2,2
31705,4,4
51032,1,1
13281,5,5
32906,1,1
54146,1,1
47333,1,1
70465,1,1
5610,79,79
63843,1,1
55522,2,2
5803,94,94
41887,3,3
29184,5,5
47448,2,2
21,338,338
11035,2,2
10704,52,52
14751,11,11
22376,9,9
8776,228,228
53447,2,2
75820,1,1
70925,2,2
6058,4,4
609,89,89
35045,3,3
56824,1,1
15004,10,10
70301,1,1
27426,1,1
40020,3,3
62384,1,1
68535,1,1
58461,2,2
57662,1,1
45226,4,4
48398,3,3
71994,6,6
59292,1,1
6899,3,3
40567,1,1
22310,4,4
39062,1,1
20475,2,2
52811,1,1
8410,3,3
31978,1,1
7189,30,30
26587,1,1
20656,1,1
63478,2,2
64892,1,1
14728,61,61
60036,1,1
62819,1,1
58003,3,3
15523,26,26
33672,1,1
14134,1,1
73038,1,1
33523,4,4
70098,1,1
10701,24,24
71212,1,1
7716,21,21
43174,2,2
69318,2,2
34206,24,24
71593,2,2
26259,1,1
20991,6,6
60632,2,2
16423,8,8
27513,1,1
16117,4,4
73719,1,1
57128,1,1
19344,1,1
42213,1,1
59148,2,2
71875,1,1
69412,1,1
18440,6,6
74374,1,1
47719,1,1
12305,5,5
18903,5,5
19536,1,1
30966,4,4
29581,4,4
30854,5,5
16737,2,2
7985,7,7
61841,1,1
74241,1,1
67120,2,2
50051,2,2
13404,31,31
60505,1,1
44122,2,2
19957,8,8
67248,1,1
38150,1,1
39955,1,1
73157,1,1
49529,1,1
35773,3,3
47363,1,1
5378,2,2
8216,6,6
33973,5,5
57620,1,1
58737,1,1
71847,1,1
22609,10,10
49810,2,2
43008,3,3
65279,1,1
33419,5,5
55241,1,1
65415,1,1
62608,3,3
15569,6,6
12097,2,2
11634,2,2
34942,3,3
26782,3,3
12748,24,24
5460,2,2
49942,1,1
53048,5,5
7712,8,8
61092,2,2
2685,276,276
68325,3,3
13815,4,4
34440,3,3
73672,1,1
67064,4,4
39895,3,3
24899,14,14
20970,10,10
5359,59,59
35292,2,2
49591,1,1
29941,1,1
73041,1,1
5682,37,37
22771,2,2
65233,2,2
9727,13,13
3014,169,169
21628,5,5
65136,1,1
52112,1,1
12653,36,36
8397,33,33
12182,2,2
55615,1,1
23531,3,3
21312,16,16
62061,2,2
7950,1,1
19876,10,10
30228,4,4
47070,2,2
15599,6,6
49731,1,1
3505,458,458
26636,1,1
20992,3,3
49273,2,2
44733,4,4
41386,5,5
37215,25,25
45043,1,1
36984,6,6
639,504,504
48613,1,1
15006,1,1
54858,6,6
55469,4,4
43016,1,1
22365,38,38
55534,1,1
19226,3,3
53155,1,1
31385,1,1
15266,5,5
27822,1,1
35021,1,1
55069,5,5
30504,1,1
29103,3,3
71897,1,1
968,80,80
42387,2,2
11602,9,9
56333,2,2
48281,2,2
47751,20,20
66053,2,2
37292,1,1
32022,1,1
72215,6,6
70622,2,2
73800,1,1
62372,15,15
14649,24,24
72032,2,2
28209,1,1
47560,1,1
71036,2,2
71779,2,2
47794,1,1
60678,1,1
6069,1,1
11338,1,1
59926,2,2
21108,22,22
70341,1,1
64428,3,3
38057,1,1
4004,56,56
58985,2,2
44383,1,1
69175,1,1
3630,35,35
20623,4,4
26344,1,1
38067,1,1
19907,16,16
34986,1,1
33514,4,4
59041,1,1
20728,26,26
35620,5,5
17076,51,51
72173,1,1
30784,2,2
18066,25,25
39524,2,2
21106,2,2
51898,2,2
74810,1,1
43633,3,3
56174,1,1
53366,1,1
63825,1,1
68380,1,1
11457,95,95
4825,32,32
18364,7,7
34082,14,14
39122,4,4
43860,9,9
75139,1,1
6472,79,79
38564,1,1
62549,2,2
65475,1,1
9687,7,7
15633,18,18
22516,5,5
39256,2,2
21163,14,14
26062,12,12
12492,1,1
75566,1,1
41214,1,1
69304,2,2
53579,2,2
8973,95,95
4540,100,100
2464,357,357
52716,2,2
28104,1,1
61470,2,2
24610,9,9
48806,1,1
43584,6,6
68246,1,1
24240,1,1
45177,1,1
8744,35,35
4920,318,318
19880,2,2
35243,4,4
17377,4,4
71946,1,1
32731,5,5
75481,2,2
71566,1,1
64886,5,5
40607,14,14
46924,1,1
16907,1,1
73012,1,1
48746,1,1
45896,2,2
62611,1,1
5109,63,63
66124,1,1
50786,2,2
52227,1,1
30049,7,7
25265,1,1
24851,2,2
51270,1,1
35587,2,2
44553,1,1
60194,1,1
28080,12,12
29713,11,11
65759,3,3
16242,5,5
53535,1,1
67524,1,1
72772,1,1
619,25,25
65205,1,1
562,81,81
62162,1,1
54854,3,3
54961,1,1
20288,14,14
44118,5,5
2131,9,9
72470,1,1
46444,10,10
53898,6,6
39906,7,7
59439,2,2
9397,206,206
21015,13,13
72530,1,1
44700,1,1
20867,5,5
24353,1,1
29315,2,2
48872,4,4
53054,2,2
38128,1,1
50391,1,1
23553,14,14
33021,2,2
22802,1,1
18990,4,4
24098,1,1
34454,1,1
32044,1,1
36830,1,1
49784,2,2
49162,3,3
63022,1,1
39144,8,8
25828,13,13
31809,2,2
51648,2,2
53507,3,3
22264,4,4
17287,2,2
63454,1,1
26658,2,2
2269,3,3
28857,1,1
3602,23,23
60826,1,1
42259,4,4
63114,1,1
28703,1,1
67681,1,1
53086,3,3
57438,1,1
63184,1,1
47529,2,2
1444,13,13
54554,13,13
40948,30,30
61223,2,2
57624,1,1
6174,90,90
73514,1,1
67909,2,2
50190,4,4
18389,1,1
35592,3,3
37811,4,4
41191,5,5
48301,2,2
50424,1,1
52150,1,1
17401,17,17
40767,1,1
11916,3,3
69384,3,3
23630,8,8
64915,1,1
39537,1,1
55886,1,1
61554,2,2
70199,2,2
55831,3,3
65337,2,2
11058,7,7
56176,2,2
48950,1,1
68606,1,1
28016,2,2
55084,6,6
13880,2,2
35839,4,4
40423,2,2
64375,1,1
52236,1,1
54426,2,2
12758,158,158
68691,2,2
22274,33,33
20469,13,13
68458,1,1
2923,30,30
31975,4,4
17382,2,2
8089,41,41
53052,1,1
32080,1,1
58382,2,2
17347,2,2
59345,2,2
38825,1,1
25029,1,1
56295,4,4
18197,1,1
21595,1,1
70288,1,1
21842,3,3
31214,1,1
75745,1,1
75759,2,2
20869,44,44
53663,1,1
48998,1,1
49518,1,1
7483,3,3
40870,6,6
69523,5,5
61215,1,1
69338,4,4
20902,6,6
10266,8,8
24719,9,9
41367,15,15
72568,1,1
49556,4,4
65468,1,1
41330,1,1
71075,1,1
61823,1,1
67828,1,1
14609,37,37
32248,10,10
6729,99,99
